countyFIPS,state_name,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff,Biden_or_Trump
05009,Arkansas,Boone County,13644,3061,17103,10583,0.7977547798631819,0.1789744489270888,0.6187803309360931,0
05011,Arkansas,Bradley County,2332,1208,3644,1124,0.6399560922063666,0.3315038419319429,0.3084522502744237,0
05013,Arkansas,Calhoun County,1609,467,2143,1142,0.7508166122258516,0.21791880541297245,0.5328978068128791,0
05015,Arkansas,Carroll County,7352,3941,11639,3411,0.6316693874044161,0.3386029727639832,0.293066414640433,0
05017,Arkansas,Chicot County,1750,2252,4093,-502,0.4275592474957244,0.5502076716344979,-0.12264842413877353,1
05019,Arkansas,Clark County,6432,5341,12235,1091,0.5257049448304045,0.4365345320800981,0.08917041275030646,0
05021,Arkansas,Clay County,4084,959,5178,3125,0.7887215140981074,0.18520664349169566,0.6035148706064117,0
05023,Arkansas,Cleburne County,10292,1962,12617,8330,0.8157248157248157,0.15550447808512324,0.6602203376396925,0
05025,Arkansas,Cleveland County,2857,649,3588,2208,0.7962653288740246,0.18088071348940915,0.6153846153846154,0
05027,Arkansas,Columbia County,5469,2781,8550,2688,0.6396491228070176,0.3252631578947369,0.3143859649122807,0
05029,Arkansas,Conway County,5672,2593,8641,3079,0.6564055086216873,0.3000810091424604,0.3563244994792269,0
05031,Arkansas,Craighead County,25482,11854,38364,13628,0.6642164529246168,0.3089875925346679,0.3552288603899489,0
05033,Arkansas,Crawford County,18566,4936,24025,13630,0.7727783558792924,0.20545265348595207,0.5673257023933403,0
05035,Arkansas,Crittenden County,7244,8325,16086,-1081,0.4503294790501057,0.5175307720999627,-0.067201293049857,1
05037,Arkansas,Cross County,4928,1759,6911,3169,0.7130661264650557,0.25452177687744176,0.45854434958761403,0
05039,Arkansas,Dallas County,1573,963,2649,610,0.5938089845224613,0.3635334088335221,0.23027557568893925,0
05041,Arkansas,Desha County,1920,2016,4163,-96,0.4612058611578189,0.4842661542157098,-0.023060293057890983,1
05043,Arkansas,Drew County,4338,2408,6879,1930,0.6306149149585696,0.3500508794882977,0.2805640354702719,0
05045,Arkansas,Faulkner County,34338,18267,54264,16071,0.6327952233524989,0.33663202122954444,0.2961632021229545,0
05047,Arkansas,Franklin County,5664,1298,7113,4366,0.7962884858709405,0.18248277801209054,0.6138057078588499,0
05049,Arkansas,Fulton County,3944,1031,5098,2913,0.7736367202824637,0.2022361710474696,0.5714005492349941,0
05051,Arkansas,Garland County,29065,14043,44193,15022,0.6576833435159415,0.3177652569411445,0.3399180865747969,0
05053,Arkansas,Grant County,6791,1268,8197,5523,0.8284738318897158,0.15469074051482248,0.6737830913748933,0
05055,Arkansas,Greene County,12651,3045,16066,9606,0.7874393128345575,0.1895306859205776,0.5979086269139798,0
05057,Arkansas,Hempstead County,8067,3294,11835,4773,0.6816223067173638,0.2783269961977186,0.4032953105196452,0
05059,Arkansas,Hot Spring County,9178,3053,12503,6125,0.7340638246820763,0.24418139646484846,0.4898824282172279,0
05061,Arkansas,Howard County,3358,1333,4818,2025,0.696969696969697,0.2766708177667081,0.4202988792029889,0
05063,Arkansas,Independence County,11232,2798,14486,8434,0.7753693221041005,0.19315200883611766,0.5822173132679829,0
05065,Arkansas,Izard County,4615,1019,5792,3596,0.7967886740331491,0.17593232044198895,0.6208563535911602,0
05067,Arkansas,Jackson County,3583,1360,5076,2223,0.7058707643814027,0.2679275019700552,0.4379432624113476,0
05069,Arkansas,Jefferson County,9500,14882,25030,-5382,0.37954454654414704,0.5945665201757889,-0.21502197363164202,1
05071,Arkansas,Johnson County,6867,2262,9402,4605,0.7303765156349713,0.24058710912571796,0.4897894065092534,0
05073,Arkansas,Lafayette County,1730,820,2633,910,0.657045195594379,0.3114318268135207,0.3456133687808583,0
05075,Arkansas,Lawrence County,4569,1080,5857,3489,0.7800921973706676,0.1843947413351545,0.5956974560355129,0
05077,Arkansas,Lee County,1286,1423,2848,-137,0.4515449438202247,0.4996488764044944,-0.0481039325842697,1
05079,Arkansas,Lincoln County,2725,1031,3870,1694,0.7041343669250646,0.2664082687338501,0.4377260981912144,0
05081,Arkansas,Little River County,3714,1226,5178,2488,0.7172653534183082,0.23677095403630746,0.4804943993820008,0
05083,Arkansas,Logan County,6438,1544,8222,4894,0.7830211627341279,0.18778885915835564,0.5952323035757723,0
05085,Arkansas,Lonoke County,22884,6684,30660,16200,0.7463796477495107,0.21800391389432489,0.5283757338551859,0
05087,Arkansas,Madison County,5630,1555,7315,4075,0.7696514012303486,0.21257689678742311,0.5570745044429255,0
05089,Arkansas,Marion County,5767,1526,7481,4241,0.7708862451543911,0.2039834246758455,0.5669028204785456,0
05091,Arkansas,Miller County,11907,4235,16506,7672,0.7213740458015268,0.2565733672603901,0.4648006785411366,0
05093,Arkansas,Mississippi County,7262,4542,12287,2720,0.5910311711565068,0.3696589891755514,0.22137218198095546,0
05095,Arkansas,Monroe County,1545,1146,2815,399,0.5488454706927176,0.40710479573712255,0.14174067495559506,0
05097,Arkansas,Montgomery County,3021,722,3839,2299,0.7869236780411566,0.18806980984631413,0.5988538681948424,0
05099,Arkansas,Nevada County,2133,1076,3358,1057,0.6351995235259082,0.32042882668254913,0.3147706968433591,0
05101,Arkansas,Newton County,3192,709,3998,2483,0.7983991995997999,0.17733866933466733,0.6210605302651325,0
05103,Arkansas,Ouachita County,5253,3395,8993,1858,0.5841209829867675,0.3775158456577338,0.2066051373290337,0
05105,Arkansas,Perry County,3466,1005,4607,2461,0.7523334056869979,0.21814629911004996,0.5341871065769481,0
05107,Arkansas,Phillips County,2393,3561,6155,-1168,0.3887896019496345,0.5785540211210398,-0.18976441917140532,1
05109,Arkansas,Pike County,3519,644,4246,2875,0.8287800282618936,0.15167216203485634,0.6771078662270372,0
05111,Arkansas,Poinsett County,5852,1388,7418,4464,0.7888918846050148,0.18711242922620647,0.6017794553788083,0
05113,Arkansas,Polk County,7018,1242,8468,5776,0.8287671232876712,0.146669815777043,0.6820973075106282,0
05115,Arkansas,Pope County,18041,5747,24367,12294,0.740386588418763,0.2358517667336972,0.5045348216850658,0
05117,Arkansas,Prairie County,2764,646,3465,2118,0.7976911976911977,0.18643578643578645,0.6112554112554113,0
05119,Arkansas,Pulaski County,62389,98855,165468,-36466,0.3770457127662146,0.5974266927744337,-0.2203809800082191,1
05121,Arkansas,Randolph County,5327,1203,6769,4124,0.7869700103412617,0.17772196779435662,0.6092480425469051,0
05123,Arkansas,St. Francis County,3221,3571,7054,-350,0.4566203572441168,0.5062375956903884,-0.04961723844627158,1
05125,Arkansas,Saline County,39519,16042,56903,23477,0.6944976539022547,0.2819183522837109,0.41257930161854384,0
05127,Arkansas,Scott County,1790,364,2219,1426,0.8066696710229834,0.1640378548895899,0.6426318161333935,0
05129,Arkansas,Searcy County,3365,587,4018,2778,0.8374813339970134,0.14609258337481335,0.6913887506222001,0
05131,Arkansas,Sebastian County,31024,14371,46838,16653,0.6623681626030147,0.3068235193646185,0.3555446432383962,0
05133,Arkansas,Sevier County,3884,1116,5202,2768,0.746635909265667,0.21453287197231835,0.5321030372933486,0
05135,Arkansas,Sharp County,5923,1392,7544,4531,0.7851272534464475,0.18451749734888653,0.6006097560975611,0
05137,Arkansas,Stone County,4605,1173,5919,3432,0.7780030410542321,0.1981753674607197,0.5798276735935124,0
05139,Arkansas,Union County,10446,5559,16548,4887,0.6312545322697607,0.33593183466279913,0.2953226976069616,0
05141,Arkansas,Van Buren County,5962,1566,7704,4396,0.7738836967808931,0.2032710280373832,0.5706126687435099,0
05143,Arkansas,Washington County,47229,43327,93467,3902,0.5053013363005124,0.4635539816191811,0.04174735468133134,0
05145,Arkansas,White County,24057,5909,30689,18148,0.7838965101502167,0.19254455994004369,0.591351950210173,0
05147,Arkansas,Woodruff County,1543,849,2469,694,0.6249493722154719,0.34386391251518833,0.28108545970028354,0
05149,Arkansas,Yell County,5205,1275,6711,3930,0.775592311130979,0.18998658918194009,0.5856057219490389,0
06001,California,Alameda County,80504,407954,498082,-327450,0.16162800502728467,0.8190498753217341,-0.6574218702944494,1
06003,California,Alpine County,238,473,736,-235,0.3233695652173913,0.6426630434782609,-0.3192934782608696,1
06005,California,Amador County,13503,8095,22234,5408,0.6073131240442565,0.3640820365206441,0.24323108752361244,0
06007,California,Butte County,46370,48629,97720,-2259,0.4745190339746214,0.4976361031518625,-0.0231170691772411,1
06009,California,Calaveras County,13275,8804,22506,4471,0.5898427086110369,0.3911845730027548,0.19865813560828224,0
06011,California,Colusa County,4399,3114,7672,1285,0.5733837330552659,0.4058915537017727,0.16749217935349325,0
06013,California,Contra Costa County,125703,363370,498340,-237667,0.25224344824818395,0.7291608139021551,-0.4769173656539712,1
06015,California,Del Norte County,6201,4565,11066,1636,0.5603650822338695,0.4125248508946322,0.1478402313392373,0
06017,California,El Dorado County,60259,50532,113446,9727,0.5311690143328103,0.4454277806180914,0.08574123371471888,0
06019,California,Fresno County,146741,170694,323722,-23953,0.4532932577952688,0.5272857575326978,-0.07399249973742901,1
06021,California,Glenn County,6139,3315,9639,2824,0.6368917937545389,0.3439153439153439,0.29297644983919496,0
06023,California,Humboldt County,13756,31010,46222,-17254,0.29760720003461555,0.6708926485223486,-0.3732854484877331,1
06025,California,Imperial County,10300,25109,36084,-14809,0.2854450726083583,0.6958485755459484,-0.4104035029375901,1
06027,California,Inyo County,4436,4495,9147,-59,0.4849677489887394,0.491417951240844,-0.00645020225210452,1
06029,California,Kern County,71254,69278,143486,1976,0.4965920020071645,0.4828206236148474,0.013771378392317013,0
06031,California,Kings County,23169,17729,41935,5440,0.5524979134374628,0.42277333969238107,0.12972457374508173,0
06033,California,Lake County,3955,6874,11038,-2919,0.3583076644319623,0.6227577459684726,-0.26445008153651023,1
06035,California,Lassen County,7722,2596,10484,5126,0.7365509347577259,0.24761541396413586,0.4889355207935902,0
06037,California,Los Angeles County,984383,2609329,3674850,-1624946,0.26787025320761393,0.7100504782508129,-0.442180225043199,1
06039,California,Madera County,28133,22158,51405,5975,0.5472813928606167,0.4310475634665889,0.11623382939402788,0
06041,California,Marin County,20505,112921,135667,-92416,0.15114213478590965,0.8323394782813801,-0.6811973434954705,1
06043,California,Mariposa County,5921,4056,10215,1865,0.579637787567303,0.3970631424375918,0.1825746451297112,0
06045,California,Mendocino County,6312,18303,25171,-11991,0.2507647689801756,0.7271463191768305,-0.4763815501966549,1
06047,California,Merced County,28491,36676,66575,-8185,0.4279534359744649,0.5508974840405557,-0.12294404806609086,1
06049,California,Modoc County,2675,1063,3805,1612,0.7030223390275953,0.2793692509855453,0.4236530880420499,0
06051,California,Mono County,2433,3884,6511,-1451,0.3736753186914453,0.5965289510059899,-0.22285363231454464,1
06053,California,Monterey County,34893,93874,131444,-58981,0.26545905480660964,0.7141748577340921,-0.4487158029274824,1
06055,California,Napa County,11368,32228,44383,-20860,0.2561341054007165,0.7261338800892233,-0.4699997746885068,1
06057,California,Nevada County,15716,23593,40116,-7877,0.3917638847342706,0.5881194535846046,-0.19635556885033398,1
06059,California,Orange County,630094,761290,1418956,-131196,0.44405464299104414,0.5365141695725589,-0.0924595265815148,1
06061,California,Placer County,91472,89924,185153,1548,0.4940346632244684,0.4856740101429629,0.008360653081505576,0
06063,California,Plumas County,6247,4465,10950,1782,0.5705022831050228,0.4077625570776256,0.16273972602739722,0
06065,California,Riverside County,223443,281657,513358,-58214,0.4352576564502745,0.5486561035378821,-0.11339844708760748,1
06067,California,Sacramento County,151776,287507,448524,-135731,0.33838991893410386,0.6410069472313633,-0.30261702829725945,1
06069,California,San Benito County,9242,15539,25290,-6297,0.3654408857255833,0.6144325820482404,-0.2489916963226571,1
06071,California,San Bernardino County,243419,320057,574585,-76638,0.4236431511438691,0.5570228947849317,-0.13337974364106264,1
06073,California,San Diego County,519950,856502,1405839,-336552,0.3698503171415788,0.6092461512306886,-0.2393958340891098,1
06075,California,San Francisco County,46296,325099,378512,-278803,0.12231052119879952,0.8588869045102929,-0.7365763833114934,1
06077,California,San Joaquin County,59346,93016,155165,-33670,0.3824702735797377,0.5994650855540876,-0.21699481197434994,1
06079,California,San Luis Obispo County,53438,76398,132646,-22960,0.402861752333278,0.5759540430921399,-0.1730922907588619,1
06081,California,San Mateo County,54456,225185,284272,-170729,0.19156301007485788,0.7921462542916643,-0.6005832442168064,1
06083,California,Santa Barbara County,47471,103902,154830,-56431,0.3066007879609895,0.6710714977717497,-0.3644707098107602,1
06085,California,Santa Clara County,154515,478155,644534,-323640,0.23973134078264294,0.7418615619967294,-0.5021302212140863,1
06087,California,Santa Cruz County,25485,109745,138638,-84260,0.18382405978158947,0.7915939352846982,-0.6077698755031088,1
06089,California,Shasta County,57894,28889,88761,29005,0.652245918815696,0.3254695192708509,0.3267763995448451,0
06091,California,Sierra County,1138,730,1926,408,0.5908618899273105,0.3790238836967809,0.2118380062305296,0
06093,California,Siskiyou County,12916,9379,22836,3537,0.5655981783149413,0.4107111578209844,0.15488702049395692,0
06095,California,Solano County,65558,124752,194829,-59194,0.33648994759507056,0.6403153534638067,-0.3038254058687362,1
06097,California,Sonoma County,40478,153342,197603,-112864,0.204845068141678,0.7760104856707641,-0.5711654175290861,1
06099,California,Stanislaus County,79622,84668,168279,-5046,0.4731547014184777,0.5031406176647116,-0.029985916246233982,1
06101,California,Sutter County,20038,15207,35969,4831,0.5570908282131836,0.4227807278489811,0.1343101003642025,0
06103,California,Tehama County,13835,7241,21525,6594,0.6427409988385598,0.33639953542392564,0.3063414634146342,0
06105,California,Trinity County,2513,2383,5095,130,0.4932286555446516,0.4677134445534838,0.025515210991167825,0
06107,California,Tulare County,65454,56159,124214,9295,0.5269454328819618,0.4521148984816527,0.07483053440030918,0
06109,California,Tuolumne County,17302,11808,29820,5494,0.5802146210596915,0.3959758551307847,0.1842387659289068,0
06111,California,Ventura County,135555,216447,358813,-80892,0.3777873153982715,0.6032306521781541,-0.2254433367798825,1
06113,California,Yolo County,16128,47504,64934,-31376,0.24837527335448298,0.731573597807004,-0.483198324452521,1
06115,California,Yuba County,10574,7800,18820,2774,0.5618490967056323,0.4144527098831031,0.14739638682252926,0
08001,Colorado,Adams County,94874,132951,234599,-38077,0.4044092259557799,0.5667159706563114,-0.16230674470053152,1
