countyFIPS,County Name,State,COVID Cases,COVID Deaths,Population,COVID Cases per 100k,COVID Deaths per 100k
20163,Rooks County,KS,164,7,4920,3333.33,142.28
20165,Rush County,KS,108,0,3036,3557.31,0.0
20167,Russell County,KS,209,4,6856,3048.42,58.34
20169,Saline County,KS,1166,13,54224,2150.34,23.97
20171,Scott County,KS,187,1,4823,3877.25,20.73
20173,Sedgwick County,KS,13138,133,516042,2545.92,25.77
20175,Seward County,KS,2162,13,21428,10089.6,60.67
20177,Shawnee County,KS,3769,84,176875,2130.88,47.49
20179,Sheridan County,KS,201,0,2521,7973.03,0.0
20181,Sherman County,KS,243,6,5917,4106.81,101.4
20183,Smith County,KS,28,0,3583,781.47,0.0
20185,Stafford County,KS,93,1,4156,2237.73,24.06
20187,Stanton County,KS,105,2,2006,5234.3,99.7
20189,Stevens County,KS,233,1,5485,4247.95,18.23
20191,Sumner County,KS,337,4,22836,1475.74,17.52
20193,Thomas County,KS,361,2,7777,4641.89,25.72
20195,Trego County,KS,104,1,2803,3710.31,35.68
20197,Wabaunsee County,KS,93,1,6931,1341.8,14.43
20199,Wallace County,KS,70,0,1518,4611.33,0.0
20201,Washington County,KS,51,0,5406,943.4,0.0
20203,Wichita County,KS,55,0,2119,2595.56,0.0
20205,Wilson County,KS,124,3,8525,1454.55,35.19
20207,Woodson County,KS,37,0,3138,1179.09,0.0
20209,Wyandotte County,KS,8685,165,165429,5249.99,99.74
21001,Adair County,KY,517,22,19202,2692.43,114.57
21003,Allen County,KY,566,11,21315,2655.41,51.61
21005,Anderson County,KY,280,1,22747,1230.93,4.4
21007,Ballard County,KY,81,1,7888,1026.88,12.68
21009,Barren County,KY,1358,13,44249,3069.0,29.38
21011,Bath County,KY,138,1,12500,1104.0,8.0
21013,Bell County,KY,825,17,26032,3169.18,65.3
21015,Boone County,KY,2338,25,133581,1750.25,18.72
21017,Bourbon County,KY,335,1,19788,1692.95,5.05
21019,Boyd County,KY,743,22,46718,1590.39,47.09
21021,Boyle County,KY,491,0,30060,1633.4,0.0
21023,Bracken County,KY,75,1,8303,903.29,12.04
21025,Breathitt County,KY,153,1,12630,1211.4,7.92
21027,Breckinridge County,KY,219,2,20477,1069.49,9.77
21029,Bullitt County,KY,1617,15,81676,1979.77,18.37
21031,Butler County,KY,438,16,12879,3400.89,124.23
21033,Caldwell County,KY,306,0,12747,2400.56,0.0
21035,Calloway County,KY,1075,10,39001,2756.34,25.64
21037,Campbell County,KY,1420,15,93584,1517.35,16.03
21039,Carlisle County,KY,111,1,4760,2331.93,21.01
21041,Carroll County,KY,233,5,10631,2191.7,47.03
21043,Carter County,KY,396,4,26797,1477.78,14.93
21045,Casey County,KY,326,16,16159,2017.45,99.02
21047,Christian County,KY,2025,29,70461,2873.93,41.16
21049,Clark County,KY,565,12,36263,1558.06,33.09
21051,Clay County,KY,637,6,19901,3200.84,30.15
21053,Clinton County,KY,251,3,10218,2456.45,29.36
21055,Crittenden County,KY,173,1,8806,1964.57,11.36
21057,Cumberland County,KY,153,0,6614,2313.27,0.0
21059,Daviess County,KY,2111,32,101511,2079.58,31.52
21061,Edmonson County,KY,192,12,12150,1580.25,98.77
21063,Elliott County,KY,340,0,7517,4523.08,0.0
21065,Estill County,KY,306,0,14106,2169.29,0.0
21067,Fayette County,KY,11369,93,323152,3518.16,28.78
21069,Fleming County,KY,200,0,14581,1371.65,0.0
21071,Floyd County,KY,475,4,35589,1334.68,11.24
21073,Franklin County,KY,906,14,50991,1776.78,27.46
21075,Fulton County,KY,239,3,5969,4004.02,50.26
21077,Gallatin County,KY,131,8,8869,1477.05,90.2
21079,Garrard County,KY,370,4,17666,2094.42,22.64
21081,Grant County,KY,288,6,25069,1148.83,23.93
21083,Graves County,KY,948,30,37266,2543.87,80.5
21085,Grayson County,KY,560,16,26427,2119.04,60.54
21087,Green County,KY,344,8,10941,3144.14,73.12
21089,Greenup County,KY,679,12,35098,1934.58,34.19
21091,Hancock County,KY,167,3,8722,1914.7,34.4
21093,Hardin County,KY,2304,13,110958,2076.46,11.72
21095,Harlan County,KY,625,14,26010,2402.92,53.83
21097,Harrison County,KY,286,1,18886,1514.35,5.29
21099,Hart County,KY,484,1,19035,2542.68,5.25
21101,Henderson County,KY,1405,29,45210,3107.72,64.15
21103,Henry County,KY,317,2,16126,1965.77,12.4
21105,Hickman County,KY,121,1,4380,2762.56,22.83
21107,Hopkins County,KY,1119,43,44686,2504.14,96.23
21109,Jackson County,KY,500,17,13329,3751.22,127.54
21111,Jefferson County,KY,23898,368,766757,3116.76,47.99
21113,Jessamine County,KY,1059,14,54115,1956.94,25.87
21115,Johnson County,KY,417,2,22188,1879.39,9.01
21117,Kenton County,KY,3006,51,166998,1800.02,30.54
21119,Knott County,KY,377,6,14806,2546.27,40.52
21121,Knox County,KY,915,10,31145,2937.87,32.11
21123,Larue County,KY,322,1,14398,2236.42,6.95
21125,Laurel County,KY,1564,8,60813,2571.82,13.16
21127,Lawrence County,KY,175,0,15317,1142.52,0.0
21129,Lee County,KY,189,7,7403,2553.02,94.56
21131,Leslie County,KY,139,1,9877,1407.31,10.12
21133,Letcher County,KY,323,2,21553,1498.63,9.28
21135,Lewis County,KY,330,17,13275,2485.88,128.06
21137,Lincoln County,KY,360,19,24549,1466.45,77.4
21139,Livingston County,KY,137,1,9194,1490.1,10.88
21141,Logan County,KY,841,31,27102,3103.09,114.38
21143,Lyon County,KY,122,4,8210,1485.99,48.72
21145,McCracken County,KY,1299,12,65418,1985.69,18.34
21147,McCreary County,KY,266,1,17231,1543.73,5.8
21149,McLean County,KY,224,4,9207,2432.93,43.45
21151,Madison County,KY,2451,14,92987,2635.85,15.06
21153,Magoffin County,KY,203,0,12161,1669.27,0.0
21155,Marion County,KY,538,10,19273,2791.47,51.89
21157,Marshall County,KY,532,7,31100,1710.61,22.51
21159,Martin County,KY,235,3,11195,2099.15,26.8
21161,Mason County,KY,192,2,17070,1124.78,11.72
21163,Meade County,KY,422,4,28572,1476.97,14.0
21165,Menifee County,KY,92,1,6489,1417.78,15.41
21167,Mercer County,KY,387,6,21933,1764.46,27.36
21169,Metcalfe County,KY,212,2,10071,2105.05,19.86
21171,Monroe County,KY,352,4,10650,3305.16,37.56
21173,Montgomery County,KY,571,6,28157,2027.91,21.31
21175,Morgan County,KY,152,0,13309,1142.08,0.0
21177,Muhlenberg County,KY,995,14,30622,3249.3,45.72
21179,Nelson County,KY,1100,4,46233,2379.25,8.65
21181,Nicholas County,KY,120,3,7269,1650.85,41.27
21183,Ohio County,KY,631,10,23994,2629.82,41.68
21185,Oldham County,KY,1511,26,66799,2262.01,38.92
21187,Owen County,KY,129,3,10901,1183.38,27.52
21189,Owsley County,KY,102,1,4415,2310.31,22.65
21191,Pendleton County,KY,141,0,14590,966.42,0.0
21193,Perry County,KY,578,9,25758,2243.96,34.94
21195,Pike County,KY,1033,5,57876,1784.85,8.64
21197,Powell County,KY,163,0,12359,1318.88,0.0
21199,Pulaski County,KY,1023,13,64979,1574.35,20.01
21201,Robertson County,KY,39,1,2108,1850.09,47.44
21203,Rockcastle County,KY,377,2,16695,2258.16,11.98
21205,Rowan County,KY,386,2,24460,1578.09,8.18
21207,Russell County,KY,406,7,17923,2265.25,39.06
21209,Scott County,KY,1214,20,57004,2129.68,35.09
21211,Shelby County,KY,1559,24,49024,3180.08,48.96
21213,Simpson County,KY,376,8,18572,2024.55,43.08
21215,Spencer County,KY,339,1,19351,1751.85,5.17
21217,Taylor County,KY,530,7,25769,2056.73,27.16
21219,Todd County,KY,305,12,12294,2480.88,97.61
21221,Trigg County,KY,261,0,14651,1781.45,0.0
21223,Trimble County,KY,102,0,8471,1204.11,0.0
21225,Union County,KY,529,6,14381,3678.46,41.72
21227,Warren County,KY,5456,58,132896,4105.47,43.64
21229,Washington County,KY,274,2,12095,2265.4,16.54
21231,Wayne County,KY,300,2,20333,1475.43,9.84
21233,Webster County,KY,349,5,12942,2696.65,38.63
21235,Whitley County,KY,882,7,36264,2432.16,19.3
21237,Wolfe County,KY,74,0,7157,1033.95,0.0
21239,Woodford County,KY,419,0,26734,1567.29,0.0
22001,Acadia Parish,LA,3182,102,62045,5128.54,164.4
22003,Allen Parish,LA,1854,63,25627,7234.56,245.83
22005,Ascension Parish,LA,4299,100,126604,3395.63,78.99
22007,Assumption Parish,LA,808,24,21891,3691.01,109.63
22009,Avoyelles Parish,LA,1756,62,40144,4374.25,154.44
22011,Beauregard Parish,LA,1086,40,37497,2896.23,106.68
22013,Bienville Parish,LA,623,35,13241,4705.08,264.33
22015,Bossier Parish,LA,4381,122,127039,3448.55,96.03
22017,Caddo Parish,LA,10350,396,240204,4308.84,164.86
22019,Calcasieu Parish,LA,8530,230,203436,4192.96,113.06
22021,Caldwell Parish,LA,376,3,9918,3791.09,30.25
22023,Cameron Parish,LA,240,2,6973,3441.85,28.68
22025,Catahoula Parish,LA,464,15,9494,4887.3,157.99
22027,Claiborne Parish,LA,607,26,15670,3873.64,165.92
22029,Concordia Parish,LA,613,16,19259,3182.93,83.08
22031,De Soto Parish,LA,1045,35,27463,3805.12,127.44
22033,East Baton Rouge Parish,LA,16289,459,440059,3701.55,104.3
22035,East Carroll Parish,LA,589,6,6861,8584.75,87.45
22037,East Feliciana Parish,LA,1798,78,19135,9396.39,407.63
22039,Evangeline Parish,LA,1425,40,33395,4267.11,119.78
22041,Franklin Parish,LA,1359,47,20015,6789.91,234.82
22043,Grant Parish,LA,543,30,22389,2425.3,133.99
22045,Iberia Parish,LA,3084,97,69830,4416.44,138.91
22047,Iberville Parish,LA,1496,61,32511,4601.52,187.63
22049,Jackson Parish,LA,875,24,15744,5557.67,152.44
22051,Jefferson Parish,LA,18866,589,432493,4362.15,136.19
22053,Jefferson Davis Parish,LA,1357,44,31368,4326.06,140.27
22055,Lafayette Parish,LA,9531,140,244390,3899.91,57.29
22057,Lafourche Parish,LA,3925,131,97614,4020.94,134.2
22059,La Salle Parish,LA,525,10,14892,3525.38,67.15
22061,Lincoln Parish,LA,1701,50,46742,3639.13,106.97
22063,Livingston Parish,LA,4273,80,140789,3035.04,56.82
22065,Madison Parish,LA,896,9,10951,8181.9,82.18
22067,Morehouse Parish,LA,900,27,24874,3618.24,108.55
22069,Natchitoches Parish,LA,1510,30,38158,3957.23,78.62
22071,Orleans Parish,LA,13569,595,390144,3477.95,152.51
22073,Ouachita Parish,LA,7146,167,153279,4662.09,108.95
22075,Plaquemines Parish,LA,903,19,23197,3892.74,81.91
22077,Pointe Coupee Parish,LA,1144,42,21730,5264.61,193.28
22079,Rapides Parish,LA,4800,161,129648,3702.33,124.18
22081,Red River Parish,LA,455,24,8442,5389.72,284.29
22083,Richland Parish,LA,911,18,20122,4527.38,89.45
22085,Sabine Parish,LA,1015,15,23884,4249.71,62.8
22087,St. Bernard Parish,LA,1559,32,47244,3299.89,67.73
22089,St. Charles Parish,LA,1965,63,53100,3700.56,118.64
22091,St. Helena Parish,LA,440,4,10132,4342.68,39.48
22093,St. James Parish,LA,846,40,21096,4010.24,189.61
22095,St. John the Baptist Parish,LA,1661,107,42837,3877.49,249.78
22097,St. Landry Parish,LA,3702,136,82124,4507.82,165.6
22099,St. Martin Parish,LA,2259,64,53431,4227.88,119.78
22101,St. Mary Parish,LA,2038,87,49348,4129.85,176.3
22103,St. Tammany Parish,LA,7803,271,260419,2996.33,104.06
22105,Tangipahoa Parish,LA,5079,126,134758,3768.98,93.5
22107,Tensas Parish,LA,186,2,4334,4291.65,46.15
22109,Terrebonne Parish,LA,3894,125,110461,3525.23,113.16
22111,Union Parish,LA,1129,52,22108,5106.75,235.21
22113,Vermilion Parish,LA,2134,70,59511,3585.89,117.63
22115,Vernon Parish,LA,1133,56,47429,2388.83,118.07
22117,Washington Parish,LA,1757,72,46194,3803.52,155.86
22119,Webster Parish,LA,1495,41,38340,3899.32,106.94
22121,West Baton Rouge Parish,LA,972,42,26465,3672.78,158.7
22123,West Carroll Parish,LA,379,13,10830,3499.54,120.04
22125,West Feliciana Parish,LA,755,25,15568,4849.69,160.59
22127,Winn Parish,LA,698,20,13904,5020.14,143.84
23001,Androscoggin County,ME,876,10,108277,809.04,9.24
23003,Aroostook County,ME,67,1,67055,99.92,1.49
23005,Cumberland County,ME,2638,70,295003,894.23,23.73
23007,Franklin County,ME,86,1,30199,284.78,3.31
23009,Hancock County,ME,74,1,54987,134.58,1.82
23011,Kennebec County,ME,355,11,122302,290.27,8.99
23013,Knox County,ME,94,1,39772,236.35,2.51
23015,Lincoln County,ME,65,1,34634,187.68,2.89
23017,Oxford County,ME,179,2,57975,308.75,3.45
23019,Penobscot County,ME,311,6,152148,204.41,3.94
23021,Piscataquis County,ME,11,0,16785,65.53,0.0
23023,Sagadahoc County,ME,88,0,35856,245.43,0.0
23025,Somerset County,ME,199,8,50484,394.18,15.85
23027,Waldo County,ME,154,14,39715,387.76,35.25
23029,Washington County,ME,68,0,31379,216.71,0.0
23031,York County,ME,1446,21,207641,696.39,10.11
24001,Allegany County,MD,775,24,70416,1100.6,34.08
24003,Anne Arundel County,MD,12256,281,579234,2115.9,48.51
24005,Baltimore County,MD,21194,675,827370,2561.61,81.58
24009,Calvert County,MD,1212,29,92525,1309.92,31.34
24011,Caroline County,MD,765,8,33406,2290.01,23.95
24013,Carroll County,MD,2301,130,168447,1366.01,77.18
24015,Cecil County,MD,1381,36,102855,1342.67,35.0
24017,Charles County,MD,3247,102,163257,1988.89,62.48
24019,Dorchester County,MD,829,12,31929,2596.39,37.58
24021,Frederick County,MD,4909,139,259547,1891.37,53.55
24023,Garrett County,MD,150,1,29014,516.99,3.45
24025,Harford County,MD,3726,82,255441,1458.65,32.1
24027,Howard County,MD,5988,128,325690,1838.56,39.3
24029,Kent County,MD,348,25,19422,1791.78,128.72
24031,Montgomery County,MD,26114,873,1050688,2485.42,83.09
24033,Prince George's County,MD,33248,863,909327,3656.33,94.91
24035,Queen Anne's County,MD,804,26,50381,1595.84,51.61
24037,St. Mary's County,MD,1507,60,113510,1327.64,52.86
24039,Somerset County,MD,439,6,25616,1713.77,23.42
24041,Talbot County,MD,660,6,37181,1775.1,16.14
24043,Washington County,MD,2378,47,151049,1574.32,31.12
24045,Wicomico County,MD,2572,51,103609,2482.41,49.22
24047,Worcester County,MD,1242,31,52276,2375.85,59.3
24510,Baltimore City,MD,18100,506,593490,3049.76,85.26
25001,Barnstable County,MA,2276,185,212990,1068.59,86.86
25003,Berkshire County,MA,832,52,124944,665.9,41.62
25005,Bristol County,MA,13405,763,565217,2371.66,134.99
25007,Dukes County,MA,106,0,17332,611.59,0.0
25009,Essex County,MA,25207,1358,789034,3194.67,172.11
25011,Franklin County,MA,523,73,70180,745.23,104.02
25013,Hampden County,MA,10647,821,466372,2282.94,176.04
25015,Hampshire County,MA,1656,155,160830,1029.66,96.38
25017,Middlesex County,MA,35038,2288,1611699,2173.98,141.96
25019,Nantucket County,MA,176,2,11399,1544.0,17.55
25021,Norfolk County,MA,13541,1112,706775,1915.89,157.33
25023,Plymouth County,MA,12132,839,521202,2327.7,160.97
25025,Suffolk County,MA,30119,1183,803907,3746.58,147.16
25027,Worcester County,MA,19578,1177,830622,2357.03,141.7
26001,Alcona County,MI,55,3,10405,528.59,28.83
26003,Alger County,MI,121,1,9108,1328.5,10.98
26005,Allegan County,MI,1503,7,118081,1272.86,5.93
26007,Alpena County,MI,180,14,28405,633.69,49.29
26009,Antrim County,MI,143,0,23324,613.1,0.0
26011,Arenac County,MI,111,3,14883,745.82,20.16
26013,Baraga County,MI,125,4,8209,1522.72,48.73
26015,Barry County,MI,803,6,61550,1304.63,9.75
26017,Bay County,MI,1602,65,103126,1553.44,63.03
26019,Benzie County,MI,145,2,17766,816.17,11.26
26021,Berrien County,MI,2985,86,153401,1945.88,56.06
26023,Branch County,MI,973,11,43517,2235.91,25.28
26025,Calhoun County,MI,3275,70,134159,2441.13,52.18
26027,Cass County,MI,1103,24,51787,2129.88,46.34
26029,Charlevoix County,MI,220,4,26143,841.53,15.3
26031,Cheboygan County,MI,187,2,25276,739.83,7.91
26033,Chippewa County,MI,187,0,37349,500.68,0.0
26035,Clare County,MI,319,14,30950,1030.69,45.23
26037,Clinton County,MI,1297,16,79595,1629.5,20.1
26039,Crawford County,MI,157,5,14029,1119.11,35.64
26041,Delta County,MI,1397,38,35784,3903.98,106.19
26043,Dickinson County,MI,760,21,25239,3011.21,83.2
26045,Eaton County,MI,1304,11,110268,1182.57,9.98
26047,Emmet County,MI,332,4,33415,993.57,11.97
26049,Genesee County,MI,7352,343,405813,1811.67,84.52
26051,Gladwin County,MI,240,2,25449,943.06,7.86
26053,Gogebic County,MI,462,11,13975,3305.9,78.71
26055,Grand Traverse County,MI,874,13,93088,938.9,13.97
26057,Gratiot County,MI,594,17,40711,1459.07,41.76
26059,Hillsdale County,MI,579,29,45605,1269.6,63.59
26061,Houghton County,MI,986,9,35684,2763.14,25.22
26063,Huron County,MI,292,7,30981,942.51,22.59
26065,Ingham County,MI,4928,69,292406,1685.33,23.6
26067,Ionia County,MI,834,8,64697,1289.09,12.37
26069,Iosco County,MI,314,16,25127,1249.65,63.68
26071,Iron County,MI,475,26,11066,4292.43,234.95
26073,Isabella County,MI,1142,15,69872,1634.42,21.47
26075,Jackson County,MI,2004,70,158510,1264.27,44.16
26077,Kalamazoo County,MI,5237,114,265066,1975.73,43.01
26079,Kalkaska County,MI,145,4,18038,803.86,22.18
26081,Kent County,MI,15950,188,656955,2427.87,28.62
26083,Keweenaw County,MI,23,0,2116,1086.96,0.0
26085,Lake County,MI,68,1,11853,573.69,8.44
26087,Lapeer County,MI,993,38,87607,1133.47,43.38
26089,Leelanau County,MI,163,2,21761,749.05,9.19
26091,Lenawee County,MI,1223,20,98451,1242.24,20.31
26093,Livingston County,MI,2319,35,191995,1207.84,18.23
26095,Luce County,MI,78,0,6229,1252.21,0.0
26097,Mackinac County,MI,171,0,10799,1583.48,0.0
26099,Macomb County,MI,19730,1098,873972,2257.51,125.63
26101,Manistee County,MI,154,3,24558,627.09,12.22
26103,Marquette County,MI,1245,16,66699,1866.59,23.99
26105,Mason County,MI,280,2,29144,960.75,6.86
26107,Mecosta County,MI,615,4,43453,1415.32,9.21
26109,Menominee County,MI,776,6,22780,3406.5,26.34
26111,Midland County,MI,1179,14,83156,1417.82,16.84
26113,Missaukee County,MI,104,1,15118,687.92,6.61
26115,Monroe County,MI,2206,42,150500,1465.78,27.91
26117,Montcalm County,MI,790,12,63888,1236.54,18.78
26119,Montmorency County,MI,37,0,9328,396.66,0.0
26121,Muskegon County,MI,2558,84,173566,1473.79,48.4
26123,Newaygo County,MI,712,3,48980,1453.65,6.12
26125,Oakland County,MI,26579,1241,1257584,2113.5,98.68
26127,Oceana County,MI,676,6,26467,2554.12,22.67
26129,Ogemaw County,MI,135,5,20997,642.95,23.81
26131,Ontonagon County,MI,127,1,5720,2220.28,17.48
26133,Osceola County,MI,201,1,23460,856.78,4.26
26135,Oscoda County,MI,60,2,8241,728.07,24.27
26137,Otsego County,MI,287,12,24668,1163.45,48.65
26139,Ottawa County,MI,5762,78,291830,1974.44,26.73
26141,Presque Isle County,MI,81,1,12592,643.27,7.94
26143,Roscommon County,MI,217,6,24019,903.45,24.98
26145,Saginaw County,MI,4230,157,190539,2220.02,82.4
26147,St. Clair County,MI,1726,65,159128,1084.66,40.85
26149,St. Joseph County,MI,1371,24,60964,2248.87,39.37
26151,Sanilac County,MI,232,7,41170,563.52,17.0
26153,Schoolcraft County,MI,102,1,8094,1260.19,12.35
26155,Shiawassee County,MI,787,34,68122,1155.28,49.91
26157,Tuscola County,MI,729,36,52245,1395.35,68.91
26159,Van Buren County,MI,1222,20,75677,1614.76,26.43
26161,Washtenaw County,MI,5800,119,367601,1577.8,32.37
26163,Wayne County,MI,42172,3060,1749343,2410.73,174.92
26165,Wexford County,MI,192,4,33631,570.9,11.89
27001,Aitkin County,MN,244,4,15886,1535.94,25.18
27003,Anoka County,MN,10246,159,356921,2870.66,44.55
27005,Becker County,MN,721,4,34423,2094.53,11.62
27007,Beltrami County,MN,1024,11,47188,2170.04,23.31
27009,Benton County,MN,1160,15,40889,2836.95,36.68
27011,Big Stone County,MN,181,1,4991,3626.53,20.04
27013,Blue Earth County,MN,2219,7,67653,3279.97,10.35
27015,Brown County,MN,404,3,25008,1615.48,12.0
27017,Carlton County,MN,605,2,35871,1686.6,5.58
27019,Carver County,MN,2010,9,105089,1912.66,8.56
27021,Cass County,MN,485,5,29779,1628.66,16.79
27023,Chippewa County,MN,504,3,11800,4271.19,25.42
27025,Chisago County,MN,1356,2,56579,2396.65,3.53
27027,Clay County,MN,2712,46,64222,4222.85,71.63
27029,Clearwater County,MN,163,1,8818,1848.49,11.34
27031,Cook County,MN,25,0,5463,457.62,0.0
27033,Cottonwood County,MN,321,0,11196,2867.1,0.0
27035,Crow Wing County,MN,1331,22,65055,2045.96,33.82
27037,Dakota County,MN,10933,139,429021,2548.36,32.4
27039,Dodge County,MN,443,0,20934,2116.17,0.0
27041,Douglas County,MN,890,4,38141,2333.45,10.49
27043,Faribault County,MN,273,0,13653,1999.56,0.0
27045,Fillmore County,MN,311,0,21067,1476.24,0.0
27047,Freeborn County,MN,776,5,30281,2562.66,16.51
27049,Goodhue County,MN,757,12,46340,1633.58,25.9
27051,Grant County,MN,113,5,5972,1892.16,83.72
27053,Hennepin County,MN,37513,1004,1265843,2963.48,79.31
27055,Houston County,MN,262,2,18600,1408.6,10.75
27057,Hubbard County,MN,518,5,21491,2410.31,23.27
27059,Isanti County,MN,665,7,40596,1638.09,17.24
27061,Itasca County,MN,878,17,45130,1945.49,37.67
27063,Jackson County,MN,241,1,9846,2447.69,10.16
27065,Kanabec County,MN,252,10,16337,1542.51,61.21
27067,Kandiyohi County,MN,1967,5,43199,4553.35,11.57
27069,Kittson County,MN,70,0,4298,1628.66,0.0
27071,Koochiching County,MN,185,5,12229,1512.8,40.89
27073,Lac Qui Parle County,MN,155,3,6623,2340.33,45.3
27075,Lake County,MN,145,0,10641,1362.65,0.0
27077,Lake of the Woods County,MN,53,1,3740,1417.11,26.74
27079,Le Sueur County,MN,712,6,28887,2464.78,20.77
27081,Lincoln County,MN,210,0,5639,3724.06,0.0
27083,Lyon County,MN,1084,6,25474,4255.32,23.55
27087,Mahnomen County,MN,140,2,5527,2533.02,36.19
27089,Marshall County,MN,193,1,9336,2067.27,10.71
27091,Martin County,MN,655,18,19683,3327.74,91.45
27085,McLeod County,MN,678,4,35893,1888.95,11.14
27093,Meeker County,MN,391,3,23222,1683.75,12.92
27095,Mille Lacs County,MN,510,20,26277,1940.86,76.11
27097,Morrison County,MN,936,9,33386,2803.57,26.96
27099,Mower County,MN,1595,19,40062,3981.33,47.43
27101,Murray County,MN,318,3,8194,3880.89,36.61
27103,Nicollet County,MN,810,18,34274,2363.31,52.52
27105,Nobles County,MN,2450,19,21629,11327.38,87.85
27107,Norman County,MN,151,0,6375,2368.63,0.0
27109,Olmsted County,MN,3686,30,158293,2328.59,18.95
27111,Otter Tail County,MN,1058,8,58746,1800.97,13.62
27113,Pennington County,MN,238,2,14119,1685.67,14.17
27115,Pine County,MN,626,1,29579,2116.37,3.38
27117,Pipestone County,MN,393,17,9126,4306.38,186.28
27119,Polk County,MN,1010,5,31364,3220.25,15.94
27121,Pope County,MN,184,0,11249,1635.7,0.0
27123,Ramsey County,MN,15547,384,550321,2825.08,69.78
27125,Red Lake County,MN,92,2,4055,2268.8,49.32
27127,Redwood County,MN,329,12,15170,2168.75,79.1
27129,Renville County,MN,310,13,14548,2130.88,89.36
27131,Rice County,MN,1798,12,66972,2684.7,17.92
27133,Rock County,MN,401,6,9315,4304.88,64.41
27135,Roseau County,MN,405,0,15165,2670.62,0.0
27139,Scott County,MN,3918,37,149013,2629.3,24.83
27141,Sherburne County,MN,2064,24,97238,2122.63,24.68
27143,Sibley County,MN,290,3,14865,1950.89,20.18
27137,St. Louis County,MN,3538,75,199070,1777.26,37.68
27145,Stearns County,MN,6778,53,161075,4207.98,32.9
27147,Steele County,MN,857,4,36649,2338.4,10.91
27149,Stevens County,MN,209,1,9805,2131.57,10.2
27151,Swift County,MN,252,2,9266,2719.62,21.58
27153,Todd County,MN,1004,7,24664,4070.71,28.38
27155,Traverse County,MN,63,0,3259,1933.11,0.0
27157,Wabasha County,MN,454,1,21627,2099.23,4.62
27159,Wadena County,MN,308,3,13682,2251.13,21.93
27161,Waseca County,MN,965,10,18612,5184.83,53.73
27163,Washington County,MN,7092,75,262440,2702.33,28.58
27165,Watonwan County,MN,596,4,10897,5469.4,36.71
27167,Wilkin County,MN,154,4,6207,2481.07,64.44
27169,Winona County,MN,1433,19,50484,2838.52,37.64
27171,Wright County,MN,3050,16,138377,2204.12,11.56
27173,Yellow Medicine County,MN,339,7,9709,3491.61,72.1
28001,Adams County,MS,1131,45,30693,3684.88,146.61
28003,Alcorn County,MS,1131,12,36953,3060.64,32.47
28005,Amite County,MS,437,13,12297,3553.71,105.72
28007,Attala County,MS,819,27,18174,4506.44,148.56
28009,Benton County,MS,379,11,8259,4588.93,133.19
28011,Bolivar County,MS,2073,79,30628,6768.32,257.93
28013,Calhoun County,MS,641,13,14361,4463.48,90.52
28015,Carroll County,MS,532,12,9947,5348.35,120.64
28017,Chickasaw County,MS,880,29,17103,5145.3,169.56
28019,Choctaw County,MS,217,6,8210,2643.12,73.08
28021,Claiborne County,MS,545,16,8988,6063.64,178.02
28023,Clarke County,MS,795,53,15541,5115.5,341.03
28025,Clay County,MS,725,22,19316,3753.37,113.9
28027,Coahoma County,MS,1288,37,22124,5821.73,167.24
28029,Copiah County,MS,1413,38,28065,5034.74,135.4
28031,Covington County,MS,1016,29,18636,5451.81,155.61
28033,DeSoto County,MS,7632,81,184945,4126.63,43.8
28035,Forrest County,MS,3176,80,74897,4240.49,106.81
28037,Franklin County,MS,258,3,7713,3345.0,38.9
28039,George County,MS,1037,20,24500,4232.65,81.63
28041,Greene County,MS,489,18,13586,3599.29,132.49
28043,Grenada County,MS,1249,41,20758,6016.96,197.51
28045,Hancock County,MS,900,30,47632,1889.49,62.98
28047,Harrison County,MS,5638,89,208080,2709.53,42.77
28049,Hinds County,MS,8207,180,231840,3539.94,77.64
28051,Holmes County,MS,1156,60,17010,6796.0,352.73
28053,Humphreys County,MS,470,17,8064,5828.37,210.81
28055,Issaquena County,MS,107,4,1327,8063.3,301.43
28057,Itawamba County,MS,1207,29,23390,5160.32,123.98
28059,Jackson County,MS,4978,91,143617,3466.16,63.36
28061,Jasper County,MS,712,18,16383,4345.97,109.87
28063,Jefferson County,MS,286,10,6990,4091.56,143.06
28065,Jefferson Davis County,MS,428,13,11128,3846.15,116.82
28067,Jones County,MS,3032,84,68098,4452.41,123.35
28069,Kemper County,MS,337,15,9742,3459.25,153.97
28071,Lafayette County,MS,2614,43,54019,4839.04,79.6
28073,Lamar County,MS,2391,40,63343,3774.69,63.15
28075,Lauderdale County,MS,2666,135,74125,3596.63,182.12
28077,Lawrence County,MS,574,14,12586,4560.62,111.23
28079,Leake County,MS,1183,42,22786,5191.78,184.32
28081,Lee County,MS,3752,83,85436,4391.59,97.15
28083,Leflore County,MS,1771,88,28183,6283.93,312.24
28085,Lincoln County,MS,1484,61,34153,4345.15,178.61
28087,Lowndes County,MS,1863,62,58595,3179.45,105.81
28089,Madison County,MS,3918,94,106272,3686.77,88.45
28091,Marion County,MS,982,45,24573,3996.26,183.13
28093,Marshall County,MS,1567,32,35294,4439.85,90.67
28095,Monroe County,MS,1582,74,35252,4487.69,209.92
28097,Montgomery County,MS,576,23,9775,5892.58,235.29
28099,Neshoba County,MS,1905,111,29118,6542.34,381.21
28101,Newton County,MS,887,28,21018,4220.19,133.22
